FID,ID,Nimi,Namn,Name,Osoite,Address,City,Stad,Operator,Capacity,x,y
423,391,Tollinpolku,Tollsstigen,Tollinpolku,Luutnantinpolku 7a,Juustensvägen 4, , , ,12,24.86771102,60.24590853
424,373,Mikkolantie,Mickelsvägen,Mikkolantie,Mikkolantie 12,Mickelsvägen 12, , , ,16,24.97154425,60.23556664
425,374,Etupellonpuisto,Framåkersparken,Etupellonpuisto,Yhdyskunnantie 22,Samhällsvägen 22, , , ,18,24.95944937,60.24198627
426,375,Piikintie,Piksvägen,Piikintie,Yhdyskunnantie 54,Samhällsvägen 54, , , ,12,24.95814404,60.24885591
427,376,Torpparinmäentie,Torparbacksvägen,Torpparinmäentie,Kuusmiehenkaari 5,Sexmansbågen 5, , , ,14,24.94476827,60.25688071
428,379,Paloheinän kirjasto,Svedängens bibliotek,Paloheinän kirjasto,Paloheinäntie 22,Svedängsvägen 22, , , ,18,24.94166821,60.24950971
429,377,Paloheinän maja,Svedängens stuga,Paloheinän maja,Pakilantie 124,Baggbölevägen 124, , , ,20,24.91830089,60.25523561
430,378,Paloheinäntie,Svedängsvägen,Paloheinäntie,Pakilantie 91,Baggbölevägen 91, , , ,16,24.92385807,60.24699181
431,380,Pirkkolan liikuntapuisto,Britas idrottspark,Pirkkolan liikuntapuisto,Pirkkolan metsätie 6,Britas skogsväg 6, , , ,14,24.90975085,60.2327348
432,381,Maununneva,Magnuskärr,Maununneva,Kaarelantie 14,Kårbölevägen 14, , , ,14,24.89899983,60.24440858
433,307,Ulappasilta,Fjärdbron,Ulappasilta,Ulappasilta 1,Fjärdbron 1, , , ,18,25.14104587,60.20661604
434,382,Hakuninmaa,Håkansåker,Hakuninmaa,Perhekunnantie 8,Husfolksvägen 8, , , ,16,24.8970699,60.25296715
435,383,Kuninkaantammi,Kungseken,Kuninkaantammi,Kuninkaantammenkierto 22,Kungseksringen 22, , , ,20,24.8927574,60.25925605
436,384,Kalannintie,Kalantivägen,Kalannintie,Kalanninpolku,Kalantistigen, , , ,14,24.88410754,60.25280663
437,386,Kannelmäen liikuntapuisto,Gamlas idrottspark,Kannelmäen liikuntapuisto,Kanneltie 12,Kantelevägen 12, , , ,16,24.8788005,60.24374634
438,385,Pajupillintie,Videlåtsvägen,Pajupillintie,Vanhaistentie 3,Gamlasvägen 3, , , ,16,24.88610263,60.2432353
439,387,Kauppakeskus Kaari,Köpcentrum Kaari,Shopping Center Kaari,Kantelettarentie 1,Kanteletarvägen 1, , , ,16,24.88947967,60.23633055
440,388,Kaustisentie,Kaustbyvägen,Kaustisentie,Pelimannintie,Spelmansvägen, , , ,16,24.88145171,60.23780652
441,389,Kannelmäen asema,Gamlas järnvägsstation,Kannelmäki railway station,Sitratori 2,Cittertorg 2, , , ,20,24.87664725,60.23934599
442,371,Savela,Lerstrand,Savela,Ratavallintie 6,Banvallsvägen 6, , , ,14,24.99138726,60.24049485
443,390,Trumpettikuja,Trumpetgränden,Trumpettikuja,Trumpettitie 3,Trumpetvägen 3, , , ,16,24.86911,60.23915611
444,392,Viljelijäntie,Odlarvägen,Viljelijäntie,Viljelijäntie 5,Odlarvägen 5, , , ,16,24.85729796,60.24323344
445,393,Malminkartanon asema,Malmgård järnvägsstation,Malminkartano railway station,Luutnantinaukio,Löjtnantsplatsen, , , ,20,24.86311564,60.24781786
446,394,Tuohipolku,Näverstigen,Tuohipolku,Tuohipolku 1,Näverstigen 1, , , ,12,24.85743226,60.25156469
447,395,Honkasuo,Hongasmossa,Honkasuo,Naapuripellontie 27,Naboängsvägen 27, , , ,16,24.84658097,60.25555748
448,396,Malminkartanonhuippu,Malmgårdstoppen,Malminkartano Hill,Naapuripellontie 7,Naboängsvägen 7, , , ,12,24.84864869,60.25040779
449,397,Hankasuontie,Hankmossvägen,Hankasuontie,Malminkartanontie 2,Malmgårdsvägen, , , ,16,24.84758603,60.24474377
450,398,Ajomiehentie,Körkarlsvägen,Ajomiehentie,Ajomiehentie 1,Körkarlsvägen 1, , , ,20,24.85129051,60.2388821
451,399,Vähäntuvantie,Lillstuvägen,Vähäntuvantie,Kylväjäntie 12,Såningsmansvägen 12, , , ,14,24.84616505,60.23245103
452,400,Kuusisaari,Granö,Kuusisaari,Kuusisaarenpolku 1,Granöstigen 1, , , ,16,24.8567966,60.18450834
453,401,Koivusaari (M),Björkholmens metrostation,Koivusaari metro station,Sotkatie 11,Dykandsvägen 11, , , ,16,24.85516427,60.16338631
454,402,Bermudankuja,Bermudagränden,Välimerenkatu,Atlantinkatu 10,Atlantgatan 10, , , ,16,24.91014211,60.15490426
455,403,Verkkosaari,Nätholmen,Verkkosaari,Tukkutorinkuja 3,Partitorgsgränden, , , ,20,24.97754808,60.18955618
456,404,Sompasaari,Sumparn,Sompasaari,Sompasaarenlaituri 2,Sumparkajen 2, , , ,14,24.97607582,60.18293082
457,405,Jollas,Jollas,Jollas,Jollaksentie 33,Jollasvägen 33, , , ,16,25.06166787,60.16440749
